NORMALIZED_LAT,NORMALIZED_LONG,Tester, Location_ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round6_Coverage, Latitude, Longitude, Device ID, Client Type, ePktMin, ePktMax, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
41.49226075,-120.5639,Tester 3,1874,Urban, 10/04/2012, 08:23:51,Sprint, , 1xRTT,Out,41.49223387,-120.5639219, A100001BAA3D36, Phone,492.127,737.122,546.017,0,514.771,720.52,577.249,0,7.423,0,1,5.915,0,1,12.488,0,1,13.529,0,1,9.66,0,1,7.315,0,1,13.816,0,5,6.948,0,5,240.3,90.5,230.8,100.6,220.8,72.9,246.9,100.3
41.49226075,-120.5639,Tester 3,1874,Urban, 10/04/2012, 08:30:14,T-Mobile, , NA,Out,41.492263,-120.56388, WBBDTest3, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.49226075,-120.5639,Tester 3,1874,Urban, 10/04/2012, 08:22:41,T-Mobile, , UNKNOWN,Out,0,0,359605043208266, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.49226075,-120.5639,Tester 3,1874,Urban, 10/04/2012, 08:21:55,Verizon, , NA,In,41.492258,-120.56387, WBBDTest3, Netbook,149,373,201,0,84,267,131,0,20.61,0,1,19.091,0,1,19.665,0,1,20.076,0,1,8.091,0,1,8.207,0,1,8.88,0,5,12.835,0,5,1021.1,1800,825.4,1626,1074,1828,991,1257
41.49226075,-120.5639,Tester 3,1874,Urban, 10/04/2012, 08:29:17,Verizon, Verizon, EHRPD,In,41.49226,-120.563963,99000024385563, Phone,148.97,292.42,177.865,0,84.766,121.651,94.09,0,9.076,0,1,15.014,0,1,9.218,0,1,9.196,0,1,15.576,0,1,9.208,0,1,11.361,0,5,6.246,0,5,591,2044,76.6,1641,1081,2456,99.2,1017
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 09:00:19,AT&T, , NA,In,35.66006,-118.307453, WBBDTest7, Netbook,159,961,252,0,95,410,148,0,13.949,0,1,10.588,2,1,12.555,0,1,11.204,0,1,9.552,0,1,15.941,0,1,12.055,0,5,20.553,0,5,1231,1581,1229,2004,1251,2271,1245,1064
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 09:05:16,AT&T, AT&T, HSPA,In,0,0,359691045707935, Phone,144.697,172.44,152.873,0,68.823,281.123,151.017,0,21.424,0,1,68.426,0,1,41.814,0,1,46.211,0,1,16.727,0,1,26.236,0,1,25.236,0,5,18.562,0,5,844,3576,1004,5151,1019,5413,972,5265
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 09:15:58,Sprint, , NA,Out,35.660075,-118.307458, WBBDTest7, Netbook,409,490,452,0,436,463,454,0,21.258,0,1,14.706,0,1,18.596,0,1,22.971,0,1,21.034,0,1,18.828,2,1,9.471,0,5,13.115,0,5,282.3,102.7,249.8,114.5,295.9,102.1,252.7,107.8
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 08:56:02,Sprint, , 1xRTT,Out,0,0, A100001BAA3CB5, Phone,448.883,507.324,479.37,0,565.307,567.871,566.43,0,22.216,2,1,19.276,2,1,18.983,0,1,18.926,0,1,18.325,0,1,15.675,0,1,36.278,0,5,33.073,0,5,217.6,115.7,218.6,112.3,221.3,115.2,225.5,115.2
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 09:05:06,T-Mobile, , NA,Out,35.660068,-118.307468, WBBDTest7, Netbook,298,2643,659,30,218,2519,570,30,65.63,0,1,64.33,0,1,64.47,0,1,72.578,0,1,66.986,0,1,98.727,0,1,67.436,0,5,76.988,0,5,76.8,0, connect_error2, connect_error2, timeout, timeout, timeout, timeout
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 08:55:47,T-Mobile, T-Mobile, EDGE,Out,0,0,359605043237695, Phone,214.508,723.114,340.402,0,157.837,183.929,163.482,0,3.391,0,1,5.83,0,1,4.391,0,1,3.962,0,1,11.951,0,1,8.703,0,1,3.051,0,5,16.644,0.4,5,58.8,0,220.1,0,222.8,0,185.3,102
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 08:56:35,Verizon, , NA,In,35.660052,-118.30747, WBBDTest7, Netbook,116,128,122,0,33,58,48,0,10.808,0,1,11.435,0,1,8.274,0,1,11.872,0,1,9.877,0,1,9.406,0,1,8.42,0,5,10.593,0,5,19448,24188,13543,11585,18722,24369,13256,11979
35.66011214,-118.3074,Tester 7,1875,Rural, 10/09/2012, 09:01:32,Verizon, Searching, UNKNOWN,In,0,0,99000024385548, Phone,120.809,463.88,162.961,0,39.602,65.763,50.562,0,32.567,0,1,7.414,0,1,250.864,12,1,7.768,0,1,12.712,0,1,26.412,0,1,36.224,0.4,5,112.246,0.4,5,21001,23818,1473,14604,1801,12073,13598,15440
38.64025125,-120.5246,Tester 2,1876,Rural, 10/02/2012, 16:16:27,AT&T, AT&T, UMTS,In,38.56056667,-121.2075835,359691045706598, Phone,131.848,189.257,159.774,0,53.96,73.859,68.118,0,2.377,0,1,1.627,0,1,0.37,0,1,4.667,0,1,9.593,0,1,6.452,0,1,0.246,0,5,7.149,0,5,916,3844,820,4137,435,5046,904,5279
38.64025125,-120.5246,Tester 2,1876,Rural, 10/02/2012, 16:16:53,Sprint, Sprint, EVDO,Out,0,0, A100001BAA3D70, Phone,127.35,192.596,158.975,0,129.334,289.978,168.722,0,21.453,0,1,16.844,0,1,15.24,0,1,18.344,0,1,25.607,0,1,22.233,0,1,15.474,0.4,5,20.674,0.4,5,909,1408,946,1649,601.9,1604,956,1108
38.64025125,-120.5246,Tester 2,1876,Rural, 10/02/2012, 16:16:55,T-Mobile, T-Mobile, GPRS,Out,0,0,359605043237521, Phone,120.697,1584.594,437.988,0,32.41,1658.051,440.072,0,10.682,0,1,2.796,0,1,1.966,0,1,6.917,0,1,10.273,0,1,9.125,0,1,8.419,0.4,5,3.706,0,5,855,7737,1381,6608,1102,6361,2142,5476
38.64025125,-120.5246,Tester 2,1876,Rural, 10/02/2012, 16:16:48,Verizon, Verizon, 1xRTT,In,0,0,99000024385535, Phone,153.726,212.102,169.509,0,35.921,85.109,45.309,0,25.338,0,1,27.592,0,1,8.099,0,1,24.896,2,1,18.894,0,1,25.744,0,1,17.914,0.4,5,8.53,5.2,5,13219,22575,11566,5368,10639,12297,8516,3664
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:13:10,AT&T, , NA,In,39.85844,-120.428215, WBBDTest3, Netbook,143,204,159,0,130,199,151,0,20.976,2,1,18.27,0,1,9.017,0,1,15.55,0,1,15.615,0,1,16.08,0,1,10.331,0,5,15.706,0.4,5,1309,3878,1282,4540,1290,4091,1289,5101
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:08:38,AT&T, AT&T, HSPAP,In,39.85840786,-120.4282225,359691045810705, Phone,159.926,213.215,183.183,0,94.949,149.427,116.31,0,12.217,0,1,8.711,0,1,10.463,0,1,13.632,0,1,13.999,0,1,15.85,0,1,7.446,0,5,15.055,0.4,5,1120,4252,1167,3021,1188,1956,1175,4708
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:29:48,Sprint, , NA,Out,39.858512,-120.428228, WBBDTest3, Netbook,463,531,481,0,443,493,459,0,11.281,0,1,12.259,0,1,12.051,0,1,12.765,0,1,10.604,0,1,11.536,0,1,8.297,0,5,8.537,0,5,245.6,114.7,245.1,103.1,244.2,111.6,243.4,91.2
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:11:07,Sprint, Sprint, EVDO,Out,39.85859156,-120.4282719, A100001BAA3D36, Phone,539.978,898.529,592.443,0,521.637,716.949,542.98,0,7.27,0,1,8.88,3.9,1,9.725,0,1,8.429,0,1,13.01,0,1,7.688,0,1,12.343,0,5,9.806,0.4,5,219.1,112.9,217.5,97.4,221.4,78.9,211.6,94.9
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:18:01,T-Mobile, , NA,Out,39.85851,-120.42818, WBBDTest3, Netbook,381,961,473,0,335,2732,679,20,64.712,0,1,66.64,0,1,65.471,0,1,64.365,0,1,69.595,0,1,68.495,0,1,73.904,0,5,66.594,0,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:09:10,T-Mobile, T-Mobile, GPRS,Out,0,0,359605043208266, Phone,407.257,568.695,491.751,0,306,483.062,416.772,0,67.396,0,1,64.651,0,1,64.648,0,1,67.878,0,1,67.076,0,1,80.468,0,1,66.559,0,5,66.107,0,5,84.8,0,87,0,87.2,0,87,0
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:09:02,Verizon, , NA,In,39.85843,-120.428243, WBBDTest3, Netbook,211,290,235,0,88,116,99,0,9.665,0,1,10.033,0,1,7.664,0,1,14.604,0,1,11.145,0,1,16.325,0,1,11.375,0,5,18.326,0,5,1043,1363,1032,1131,840,1260,236.1,1277
39.85843,-120.4282,Tester 3,1877,Rural, 10/08/2012, 15:15:59,Verizon, Verizon, EHRPD,In,0,0,99000024385563, Phone,233.096,362.537,270.514,0,105.62,227.425,146.449,0,23.727,0,1,21.582,0,1,20.439,0,1,19.005,0,1,16.198,0,1,15.964,0,1,15.638,0,5,19.858,0,5,367,698.9,651,808, timeout, timeout,862,1219
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 09:02:01,AT&T, , NA,In,36.289992,-119.141813, WBBDTest7, Netbook,142,202,158,0,65,118,88,0,7.306,0,1,11.269,2,1,4.989,0,1,10.504,2,1,12.285,0,1,8.606,0,1,8.983,0,5,11.087,0,5,1269,2410,1199,1421,1222,2373,1240,2392
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 09:06:30,AT&T, AT&T, HSPA,In,36.289934,-119.141814,359691045707935, Phone,156.662,203.724,175.067,0,65.68,118.968,85.701,0,12.571,0,1,7.844,0,1,4.796,0,1,19.072,0,1,14.819,0,1,17.199,0,1,12.017,0,5,15.818,0,5,1209,1748,1210,2423,1211,2881,1217,3346
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 09:10:53,Sprint, , NA,In,36.289952,-119.141842, WBBDTest7, Netbook,149,743,434,0,109,297,155,0,20.755,0,1,15.637,0,1,16.657,0,1,11.793,0,1,17.451,0,1,19.922,0,1,13.481,0.4,5,15.166,0,5,221.2,132.4,280.8,69.9,239.3,151.5,219.6,224.3
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 08:59:11,Sprint, Sprint, EVDO,In,36.289952,-119.141842, A100001BAA3CB5, Phone,222.748,645.538,424.367,10,521.24,1996.673,800.052,10,54.996,0,1,31.479,0,1,84.505,0,1,53.96,0,1,19.052,0,1,17.48,0,1,15.606,0,5,21.803,0,5,106.8,31.9,85.1,53.2,113.7,36.4, timeout, timeout
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 09:05:53,T-Mobile, , NA,In,36.289978,-119.14183, WBBDTest7, Netbook,150,1549,398,0,65,1175,288,0,16.844,0,1,4.904,0,1,5.513,0,1,9.518,0,1,9.653,0,1,11.263,0,1,5.135,0,5,13.949,0,5,1423,198,1108,305.3,1384,369.4,1435,387.8
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 08:58:33,T-Mobile, T-Mobile, HSPA,In,36.289952,-119.141842,359605043237695, Phone,136.047,1652.252,496.334,0,55.145,1140.747,329.635,0,28.051,0,1,11.529,0,1,4.882,0,1,7.857,2,1,12.571,0,1,15.097,2,1,16.452,0.4,5,12.253,0,5,1204,347.8,1218,267.5,646,327.9,535,314.7
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 08:59:07,Verizon, , NA,In,36.289992,-119.141817, WBBDTest7, Netbook,123,157,136,0,53,70,60,0,8.671,0,1,7.61,0,1,13.308,0,1,11.143,0,1,11.44,0,1,9.579,0,1,8.806,0,5,9.406,0,5,16752,24421,12311,11527,13996,22870,12066,10649
36.28999,-119.1415,Tester 7,1878,Urban, 10/11/2012, 09:02:30,Verizon, Verizon, EHRPD,In,36.289952,-119.141842,99000024385548, Phone,128.561,170.377,143.55,0,53.785,71.475,61.084,0,10.018,0,1,8.188,0,1,12.801,0,1,7.134,0,1,4.969,0,1,8.527,0,1,5.726,0,5,10.629,0,5,16124,30809,14071,17528,18108,34969,15285,17227
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 15:55:25,AT&T, , NA,In,36.265857,-119.915743, WBBDTest7, Netbook,138,208,162,0,58,187,82,0,20.676,3.9,1,10.818,0,1,14.729,5.9,1,10.053,0,1,21.086,0,1,7.936,2,1,8.717,0,5,15.258,0,5,760,463.3,863,683,990,685,946,824
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 15:46:23,AT&T, AT&T, HSPA,In,36.2658661,-119.9157733,359691045707935, Phone,143.384,291.012,173.978,0,52.709,126.751,87.492,0,12.343,2,1,12.596,3.9,1,10.849,0,1,14.549,0,1,11.922,0,1,10.608,0,1,7.996,0,5,8.618,0,5,606,753,544,249.2,816,849,831,875
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 16:07:07,Sprint, , NA,In,36.265862,-119.915753, WBBDTest7, Netbook,157,303,214,0,99,172,131,0,12.794,0,1,15.619,0,1,10.121,0,1,17.026,0,1,13.8,0,1,13.213,0,1,17.824,0,5,19.09,0,5,620.5,203,542.4,197.6,861,189.9,450.1,103
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 15:51:04,Sprint, Sprint, EVDO,In,36.265837,-119.915771, A100001BAA3CB5, Phone,257.172,374.451,312.451,0,237.335,818.482,486.362,10,19.418,0,1,14.296,0,1,18.077,0,1,17.91,0,1,16.968,0,1,27.603,0,1,21.247,0,5,25.83,0,5,606,902,617,882,535.5,819,587,721
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 16:00:15,T-Mobile, , NA,In,36.265858,-119.915742, WBBDTest7, Netbook,298,3297,1261,0,195,1574,577,0,18.086,0,1,27.739,2,1,23.593,0,1,26.296,3.9,1,72.873,2,1,66.295,0,1,46.123,0.8,5,49.521,0,5,133.8,0,83.4,0,151.8,0,163.2,0
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 15:50:43,T-Mobile, T-Mobile, HSPA,In,0,0,359605043237695, Phone,173.92,1442.169,538.971,0,147.735,1244.446,346.771,0,14.33,1.9,1,3.629,0,1,6.263,0,1,6.043,0,1,8.151,0,1,2.595,0,1,0.988,0,5,11.606,0,5,418,53.9,319.8,100.4,170.6,64.9,239.2,38.6
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 15:46:36,Verizon, , NA,In,36.265855,-119.915745, WBBDTest7, Netbook,208,249,226,0,83,200,136,0,15.858,0,1,15.8,0,1,15.923,0,1,17.722,0,1,17.862,0,1,13.675,0,1,16.517,0,5,19.884,0,5,964,577,809,517,898,395.3,902,236.9
36.26344175,-119.9109,Tester 7,1879,Rural, 10/01/2012, 15:59:53,Verizon, Verizon, LTE,In,0,0,99000024385548, Phone,215.277,289.054,251.789,0,48.462,59.292,53.829,0,17.005,0,1,20.619,0,1,11.618,0,1,11.007,0,1,8.924,0,1,13.851,0,1,6.164,0,5,15.787,0,5,912,134.1,879,301.7, timeout, timeout,3705,3027
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:17:39,AT&T, , NA,In,35.062862,-118.131865, WBBDTest7, Netbook,140,199,158,0,68,140,84,0,5.391,0,1,6.474,0,1,10.655,0,1,9.928,0,1,11.266,0,1,11.529,0,1,6.283,0,5,5.451,0,5,1954,1899,1906,3181,1436,2719,2297,2096
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:12:13,AT&T, AT&T, HSPA,In,0,0,359691045707935, Phone,154.525,209.98,183.259,0,90.127,137.708,108.222,0,9.647,2,1,8.093,0,1,13.497,0,1,11.84,0,1,13.533,0,1,13.524,0,1,6.745,0,5,21.851,0.4,5,1070,3710,861,4147,899,4305,1148,2134
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:22:20,Sprint, , NA,In,35.062868,-118.131862, WBBDTest7, Netbook,138,1605,397,0,114,404,246,0,12.177,0,1,16.094,0,1,14.007,0,1,16.457,0,1,13.596,0,1,11.417,0,1,13.245,0,5,12.135,0,5,1011,563.4,895,514.1,990,627,403.7,680
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:11:51,Sprint, Sprint, EVDO,In,0,0, A100001BAA3CB5, Phone,151.398,744.598,355.984,0,82.642,580.383,243.658,0,12.063,0,1,18.1,0,1,12.915,0,1,19.508,0,1,22.654,0,1,23.158,3.9,1,14.975,0,5,22.491,0,5,612.9,517.3,611,506.2,740,499.1,593,527.2
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:29:42,T-Mobile, , NA,In,35.062868,-118.131855, WBBDTest7, Netbook,274,1688,586,0,216,3350,1342,10,32.488,0,1,21.063,0,1,23.132,0,1,25.988,2,1,24.177,3.9,1,61.732,3.9,1,28.127,0.4,5,24.291,0,5, timeout, timeout, timeout, timeout,112.7,0, connect_error2, connect_error2
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:11:24,T-Mobile, T-Mobile, HSPA,In,0,0,359605043237695, Phone,162.384,1358.856,461.846,10,88.104,1219.879,342.907,0,24.92,0,1,15.572,0,1,15.743,2,1,14.852,0,1,32.467,0,1,14.882,0,1,11.246,0,5,16.011,0,5,320.9,122.6,435,134.2,539,248.3,473,279.3
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:12:04,Verizon, , NA,In,35.062875,-118.131877, WBBDTest7, Netbook,173,215,197,0,69,92,76,0,9.979,0,1,14.229,0,1,12.119,0,1,16.391,0,1,18.496,0,1,18.098,0,1,14.623,0,5,26.224,0,5,591,1052,1043,1105,382.5,539.8,917,1028
35.06284625,-118.1319,Tester 7,1880,Rural, 10/08/2012, 15:16:41,Verizon, Verizon, EHRPD,In,0,0,99000024385548, Phone,215.909,270.122,237.152,10,66.848,164.542,104.298,0,18.15,0,1,13.859,0,1,22.783,0,1,16.289,0,1,17.781,0,1,18.023,0,1,14.404,0,5,17.012,0,5,1047,1046,816,938,945,942,994,1180
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:01:14,AT&T, , NA,In,37.860222,-118.45774, WBBDTest8, Netbook,145,238,160,0,75,78,76,0,5.673,0,1,7.168,0,1,6.996,2,1,7.388,0,1,6.62,0,1,7.41,0,1,7.563,0,5,6.93,0,5,3172,3525,2831,4154,2679,4375,3144,3975
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:03:39,AT&T, AT&T, HSPAP,In,37.86018023,-118.4576816,359691045708495, Phone,147.078,171.464,157.921,0,75.599,81.611,79.786,0,10.88,0,1,8.826,0,1,8.599,0,1,7.484,0,1,6.006,0,1,6.455,0,1,7.176,0,5,14.046,0,5,2407,4020,2943,3955,1160,3491,2113,4030
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:07:10,Sprint, , NA,Out,37.86025,-118.457725, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:01:46,Sprint, , UNKNOWN,Out,37.86019564,-118.4577549, A100001BAA3FC1, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:11:42,T-Mobile, , NA,Out,37.860243,-118.457722, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:01:16,T-Mobile, , UNKNOWN,Out,37.86022312,-118.4577278,359605043208118, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:05:49,Verizon, , NA,Out,37.86024,-118.457725, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.860243,-118.4576,Tester 8,1881,Rural, 09/26/2012, 08:01:23,Verizon, Searching, UNKNOWN,Out,37.86024,-118.457725,99000024381651, Phone, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:55:43,AT&T, , NA,In,38.954613,-122.706807, WBBDTest11, Netbook,132,234,165,0,64,185,95,0,12.975,0,1,12.307,0,1,10.634,2,1,14.393,0,1,15.682,0,1,11.782,0,1,22.054,0,5,25.952,0,5,1288,809,1177,850,1245,1232,1199,527
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:33:20,AT&T, AT&T, HSPAP,In,38.9545591,-122.7068438,359691045811109, Phone,132.184,186.235,163.158,0,61.651,136.274,92.745,0,15.823,0,1,16.34,0,1,9.192,0,1,12.057,0,1,15.657,0,1,17.304,2,1,9.625,0,5,17.944,0,5,1077,1572,1127,1690,978,1541,1167,943
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:40:18,Sprint, , NA,Out,38.954595,-122.706818, WBBDTest11, Netbook,383,436,403,0, NA, NA, NA,100, NA, NA,1,22.637,0,1,9.625,0,1,11.116,0,1,23.909,0,1,20.782,0,1,21.255,0,5,24.945,0,5,131,71.8, timeout, timeout,247.9,92.7, timeout, timeout
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:33:54,Sprint, , 1xRTT,Out,0,0, A100001BAA3FC9, Phone,572.815,609.558,585.794,0,473.297,565.399,533.758,0,25.482,0,1,8.09,0,1,16.943,0,1,20.395,0,1,16.362,5.9,1,25.479,0,1,27.075,0,5,23.772,0,5,197.5,101.4,126.5,90.2,208.3,104.3,220.2,72.8
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:33:56,T-Mobile, , NA,Out,38.954612,-122.706847, WBBDTest11, Netbook,256,835,453,0,188,655,347,0,10.143,0,1,15.289,0,1,9.596,0,1,11.191,0,1,13.913,0,1,12.648,0,1,9.643,0,5,12.435,0.4,5, timeout, timeout,238.5,0,253.4,0,236.9,0
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:41:57,T-Mobile, T-Mobile, EDGE,Out,0,0,359605043237836, Phone,244.018,898.559,488.656,0,224.884,698.151,407.263,0,26.918,2,1,30.125,0,1,23.992,2,1,37.132,0,1,34.888,0,1,26.059,0,1,25.498,0.4,5,28.091,0.4,5,191.1,131.9,184.8,157.3,163.7,0,162.3,0
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:52:05,Verizon, , NA,In,38.954613,-122.706817, WBBDTest11, Netbook,197,304,236,0,113,196,142,0,15.1,0,1,21.971,0,1,20.294,0,1,17.328,0,1,23.402,0,1,19.124,0,1,13.631,0,5,21.606,0,5,1032,1351,982,1420,1002,1217,971,1300
38.95457875,-122.7068,Tester 1,1882,Urban, 09/26/2012, 16:34:19,Verizon, Verizon, EHRPD,In,0,0,99000024385562, Phone,199.745,290.072,221.442,0,79.45,118.113,97.976,0,18.997,0,1,15.865,0,1,19.034,0,1,18.83,0,1,18.127,0,1,17.489,0,1,17.125,0,5,21.213,0.4,5,1100,674,994,1082,945,1013,110.8,449
33.1330566,-115.5228,Tester 8,1883,Rural, 10/09/2012, 13:07:49,AT&T, , NA,In,33.132965,-115.522383, WBBDTest8, Netbook, no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
33.1330566,-115.5228,Tester 8,1883,Rural, 10/09/2012, 12:56:48,AT&T, AT&T, HSPA,In,33.13296128,-115.5224112,359691045708495, Phone,127.759,199.542,144.135,0,52.221,69.403,57.97,0,9.807,0,1,11.359,2,1,12.563,0,1,14.013,0,1,12.752,0,1,16.89,0,1,5.947,0,5,16.308,0,5,3057,6478,3253,6165,3250,5594,3257,4839
